GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2_Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0033282	2344	1290	20.1063	11.0145	-0.868243613	1.53E-61	4.35E-60	no
Unigene0033283	4	4	0.5464	0.5439	-0.006616058	1	1	no
Unigene0033284	5	1	0.9787	0.1948	-2.328873022	0.218820305	0.35400966	no
Unigene0033286	18	18	3.3135	3.2982	-0.006677034	1	1	no
Unigene0033287	0	1	0.001	0.2259	7.819540461	1	1	no
Unigene0033288	14	2	2.7024	0.3843	-2.813936352	0.00419502	0.011793713	yes
Unigene0033289	12	2	2.3997	0.3981	-2.591651281	0.012969461	0.032163638	yes
Unigene0033291	1	2	0.1924	0.383	0.993235593	1	1	no
Unigene0033292	0	1	0.001	0.1915	7.581200582	1	1	no
Unigene0033293	11	33	1.4188	4.2369	1.578337843	0.001275198	0.00401269	yes
Unigene0033294	0	6	0.001	1.297	10.34096276	0.03127344	0.069386062	no
Unigene0033295	28	17	5.3861	3.2551	-0.72653915	0.135595179	0.239669836	no
Unigene0033296	12	2	2.556	0.424	-2.591751666	0.012969461	0.032163638	yes
Unigene0033297	0	2	0.001	0.4876	8.929554316	0.500024999	0.660319045	no
Unigene0033298	11	4	2.6245	0.95	-1.466043179	0.118606691	0.216080529	no
Unigene0033299	23	19	2.4589	2.0219	-0.282301418	0.644318917	0.797197798	no
Unigene0033300	1034	639	21.6263	13.3034	-0.700991851	5.69E-21	6.51E-20	no
Unigene0033301	3	1	0.5295	0.1757	-1.591516493	0.625037495	0.778888258	no
Unigene0033302	2	9	0.1274	0.5705	2.162861609	0.065502201	0.130574168	no
Unigene0033303	20	18	0.8442	0.7563	-0.15862621	0.871536665	0.985117994	no
Unigene0033304	82	147	18.5309	33.0673	0.835472301	2.32E-05	9.66E-05	no
Unigene0033305	32	80	7.7346	19.2477	1.315287473	6.95E-06	3.11E-05	yes
Unigene0033306	10	29	1.2085	3.4886	1.529430716	0.003408109	0.009827714	yes
Unigene0033307	76	134	13.6292	23.9199	0.811510476	8.28E-05	0.000319436	no
Unigene0033308	0	2	0.001	0.3995	8.642051693	0.500024999	0.660319045	no
Unigene0033310	3	3	0.1343	0.1337	-0.006459839	1	1	no
Unigene0033311	5	4	0.8996	0.7163	-0.328719719	1	1	no
Unigene0033312	32	30	3.4745	3.2424	-0.0997433	0.899232386	1	no
Unigene0033313	1	2	0.2356	0.469	0.993248384	1	1	no
Unigene0033314	20	18	3.0378	2.7215	-0.158624854	0.871536665	0.985117994	no
Unigene0033315	11	3	2.0521	0.5571	-1.881092815	0.05745859	0.11774109	no
Unigene0033316	7	3	1.6014	0.6832	-1.228953831	0.343873016	0.504449375	no
Unigene0033317	59	40	4.6197	3.1176	-0.56736333	0.070591782	0.139336874	no
Unigene0033318	6	4	1.2979	0.8613	-0.591591495	0.753967752	0.888953546	no
Unigene0033319	81	19	4.8109	1.1233	-2.098563532	2.97E-10	1.98E-09	yes
Unigene0033320	10	9	1.9039	1.7056	-0.158678362	1	1	no
Unigene0033322	10	0	1.7158	0.001	-10.74466568	0.001957522	0.005906664	yes
Unigene0033323	7	16	1.1864	2.6994	1.18604827	0.093326679	0.177001056	no
Unigene0033324	19	6	2.6275	0.8259	-1.669651748	0.01469352	0.035969861	yes
Unigene0033325	5	0	0.8967	0.001	-9.808481588	0.062531251	0.126174354	no
Unigene0033326	7	1	1.3059	0.1857	-2.813998706	0.070367189	0.13895621	no
Unigene0033327	8	7	1.0874	0.9471	-0.199294067	1	1	no
Unigene0033328	20	7	1.6545	0.5764	-1.521253051	0.01923675	0.045748097	yes
Unigene0033329	2	15	0.4212	3.1442	2.900115648	0.002359203	0.007010106	yes
Unigene0033330	19	2	3.6549	0.383	-3.254415637	0.000222778	0.000804051	yes
Unigene0033333	0	2	0.001	0.3513	8.456559766	0.500024999	0.660319045	no
Unigene0033335	63	17	4.0072	1.0764	-1.896380221	2.39E-07	1.26E-06	yes
Unigene0033336	9	12	1.197	1.5886	0.408332756	0.663791876	0.814368129	no
Unigene0033337	0	3	0.001	0.4743	8.889656058	0.250037498	0.39084956	no
Unigene0033338	142	71	8.9401	4.4495	-1.006647742	1.48E-06	7.14E-06	yes
Unigene0033339	2	2	0.4557	0.4536	-0.00666373	1	1	no
Unigene0033341	55	106	9.9272	19.0446	0.939923224	7.63E-05	0.000296273	no
Unigene0033343	2	6	0.3309	0.9882	1.578407764	0.28916092	0.43835434	no
Unigene0033345	8	16	0.8086	1.6098	0.993383352	0.151835054	0.262751689	no
Unigene0033346	4	8	0.6927	1.3791	0.993424493	0.387840285	0.552900126	no
Unigene0033347	16	14	1.7719	1.5433	-0.199278653	0.855643781	0.971416839	no
Unigene0033349	4	0	0.4855	0.001	-8.923327485	0.125037499	0.223164129	no
Unigene0033350	2	5	0.4813	1.1978	1.315378709	0.453207015	0.62434186	no
Unigene0033351	9	25	2.1754	6.0149	1.467260052	0.009098519	0.023587348	yes
Unigene0033352	4	3	0.8789	0.6562	-0.421563433	1	1	no
Unigene0033353	4	8	0.715	1.4235	0.993427346	0.387840285	0.552900126	no
Unigene0033354	5	8	1.2191	1.9417	0.671503844	0.581180318	0.738783422	no
Unigene0033355	14	10	2.0536	1.4601	-0.492088021	0.541501489	0.700814016	no
Unigene0033356	10	4	1.9997	0.7962	-1.328580803	0.17971814	0.301125081	no
Unigene0033357	3	6	0.5935	1.1816	0.993421796	0.50791091	0.665747767	no
Unigene0033358	3	12	0.5791	2.3057	1.993320411	0.035222917	0.076962497	no
Unigene0033359	66	114	7.4575	12.822	0.781857336	0.000454334	0.001558267	no
Unigene0033360	16	16	3.0254	3.0115	-0.00664364	1	1	no
Unigene0033361	7	11	1.2011	1.8787	0.645378438	0.480882571	0.65292296	no
Unigene0033362	31	29	4.4417	4.136	-0.102875768	0.897575353	1	no
Unigene0033363	3	7	0.5791	1.345	1.215721771	0.343873016	0.504449375	no
Unigene0033364	14	4	2.915	0.829	-1.814051877	0.030957355	0.069277079	no
Unigene0033365	0	2	0.001	0.4176	8.705977902	0.500024999	0.660319045	no
Unigene0033366	15	20	1.9214	2.5501	0.40839593	0.499937528	0.660319045	no
Unigene0033367	12	3	2.7453	0.6832	-2.006583932	0.035222917	0.076962497	no
Unigene0033368	24	12	4.346	2.163	-1.006654509	0.065485806	0.130574168	no
Unigene0033369	532	495	27.8224	25.7684	-0.110643913	0.247485212	0.39084956	no
Unigene0033370	1	2	0.2376	0.473	0.993305347	1	1	no
Unigene0033371	0	6	0.001	1.3552	10.40429006	0.03127344	0.069386062	no
Unigene0033372	14	31	1.3236	2.9174	1.140216009	0.01621216	0.039146557	yes
Unigene0033373	25	20	3.3815	2.6928	-0.328556272	0.551934132	0.710044137	no
Unigene0033374	4	9	0.5776	1.2936	1.163248937	0.267002764	0.411535972	no
Unigene0033375	6	3	1.0391	0.5172	-1.006540321	0.50791091	0.665747767	no
Unigene0033376	2	7	0.4343	1.5131	1.80074348	0.179785925	0.301125081	no
Unigene0033377	5	10	0.7852	1.5632	0.993370295	0.301941037	0.454088793	no
Unigene0033378	119	60	8.6477	4.3402	-0.99455495	1.34E-05	5.77E-05	no
Unigene0033379	6	5	1.1462	0.9508	-0.269644993	1	1	no
Unigene0033380	17	6	3.2702	1.1489	-1.50912564	0.034791993	0.076310438	no
Unigene0033381	243	354	15.2472	22.1099	0.53614817	1.26E-05	5.43E-05	no
Unigene0033382	37	32	5.3014	4.5639	-0.216106218	0.631047414	0.783575557	no
Unigene0033383	6	5	1.1998	0.9953	-0.269590588	1	1	no
Unigene0033384	0	20	0.001	4.2081	12.03895327	1.93E-06	9.16E-06	yes
Unigene0033385	28	22	6.4057	5.0099	-0.354574427	0.480438588	0.65292296	no
Unigene0033387	19	15	2.2144	1.7402	-0.347662725	0.607898898	0.764506432	no
Unigene0033388	14	10	2.8509	2.027	-0.492071346	0.541501489	0.700814016	no
Unigene0033389	2	4	0.4557	0.9072	0.99333627	0.687546866	0.832683124	no
Unigene0033390	10	4	1.6021	0.6379	-1.328562017	0.17971814	0.301125081	no
Unigene0033391	13	22	1.5745	2.6523	0.75235021	0.17584317	0.297859904	no
Unigene0033392	273	341	16.4607	20.4663	0.31422462	0.009711175	0.024987001	no
Unigene0033393	5	7	0.8474	1.181	0.478893931	0.77448171	0.906560631	no
Unigene0033394	1	0	0.154	0.001	-7.266786541	1	1	no
Unigene0033395	12	17	1.1828	1.668	0.49591314	0.458586689	0.628381893	no
Unigene0033396	6	1	1.1913	0.1976	-2.591881915	0.125065622	0.223164129	no
Unigene0033397	13	17	1.4283	1.8592	0.380382939	0.584948842	0.74208004	no
Unigene0033398	9	8	1.9544	1.7293	-0.176537598	1	1	no
Unigene0033399	14	20	2.9259	4.1607	0.507945807	0.391933039	0.557903229	no
Unigene0033400	9	0	2.059	0.001	-11.00772811	0.003913285	0.01109085	yes
Unigene0033401	8	6	1.278	0.9541	-0.421675447	0.790600623	0.919217325	no
Unigene0033402	20	12	2.9729	1.7755	-0.743645575	0.215694939	0.35040135	no
Unigene0033403	10	9	1.1904	1.0665	-0.158562466	1	1	no
Unigene0033404	12	24	1.7283	3.4406	0.993306512	0.065485806	0.130574168	no
Unigene0033405	5	23	0.673	3.0817	2.195048014	0.00091941	0.002974214	yes
Unigene0033406	12	43	1.3184	4.7026	1.834670475	3.38E-05	0.000138221	yes
Unigene0033407	4	0	0.2191	0.001	-7.775445674	0.125037499	0.223164129	no
Unigene0033408	10	26	1.6448	4.2567	1.371823247	0.011403219	0.028903757	yes
Unigene0033409	13	15	1.7499	2.0098	0.199779463	0.850658524	0.967243607	no
Unigene0033410	8	4	1.8687	0.93	-1.006732357	0.387840285	0.552900126	no
Unigene0033411	25	80	5.325	16.9616	1.671418836	7.42E-08	4.08E-07	yes
Unigene0033413	4	4	0.8895	0.8854	-0.006665232	1	1	no
Unigene0033414	2	7	0.3847	1.3403	1.800750221	0.179785925	0.301125081	no
Unigene0033415	129	87	6.7211	4.512	-0.574930301	0.0053996	0.014817391	no
Unigene0033416	0	15	0.001	2.7948	11.44852933	6.14E-05	0.000241229	yes
Unigene0033417	14	14	2.2365	2.2262	-0.006659549	1	1	no
Unigene0033418	9	5	1.6513	0.9132	-0.854599481	0.424115089	0.594446379	no
Unigene0033419	22	53	2.0215	4.8477	1.261874217	0.000460605	0.001577842	yes
Unigene0033420	77	62	3.6524	2.9274	-0.319224885	0.236554791	0.377352264	no
Unigene0033421	15	6	2.3623	0.9406	-1.328538954	0.078509136	0.15247618	no
Unigene0033422	10	6	2.0289	1.2118	-0.743546149	0.454681493	0.62434186	no
Unigene0033423	10	1	2.3261	0.2315	-3.328829022	0.011740243	0.029576409	yes
Unigene0033424	1	10	0.2251	2.2404	3.315118371	0.011740243	0.029576409	yes
Unigene0033425	43	40	4.1144	3.8098	-0.110966795	0.826759513	0.948054497	no
Unigene0033426	11	2	2.5802	0.467	-2.465988443	0.022502846	0.052341309	no
Unigene0033427	10	4	2.4276	0.9666	-1.328539826	0.17971814	0.301125081	no
Unigene0033428	42	20	3.4694	1.6445	-1.077037176	0.007237054	0.019312787	yes
Unigene0033429	6	0	0.9927	0.001	-9.955213982	0.03127344	0.069386062	no
Unigene0033430	44	37	5.6885	4.7616	-0.256601847	0.506099229	0.665747767	no
Unigene0033431	7	6	1.0187	0.8692	-0.228969171	1	1	no
Unigene0033432	0	1	0.001	0.1915	7.581200582	1	1	no
Unigene0033433	7	7	1.3751	1.3688	-0.006624873	1	1	no
Unigene0033435	3	10	0.5634	1.8695	1.730421002	0.09238989	0.175641283	no
Unigene0033436	2	5	0.4557	1.134	1.315264365	0.453207015	0.62434186	no
Unigene0033437	6	4	1.1008	0.7305	-0.591596197	0.753967752	0.888953546	no
Unigene0033438	65	0	7.6396	0.001	-12.89928139	6.01E-20	6.56E-19	yes
Unigene0033439	2	5	0.452	1.1247	1.315145554	0.453207015	0.62434186	no
Unigene0033440	26	22	3.4251	2.8849	-0.247624799	0.665844622	0.816119304	no
Unigene0033441	1	0	0.2336	0.001	-7.867896464	1	1	no
Unigene0033444	66	43	5.2118	3.38	-0.624758476	0.035107436	0.076962497	no
Unigene0033445	6	2	1.2446	0.413	-1.591468465	0.28916092	0.43835434	no
Unigene0033446	10	12	1.2327	1.4724	0.256347918	0.831904334	0.951807084	no
Unigene0033447	15	8	3.1	1.6457	-0.913566849	0.210302535	0.343179166	no
Unigene0033448	4790	3245	93.6317	63.1395	-0.568454216	5.89E-50	1.40E-48	no
Unigene0033449	371	211	28.6456	16.2168	-0.82082439	3.54E-11	2.52E-10	no
Unigene0033450	131	106	31.8019	25.6146	-0.312146599	0.120998918	0.219988327	no
Unigene0033451	891	894	38.6675	38.6193	-0.001799477	1	1	no
Unigene0033452	4	6	0.5295	0.7905	0.578134778	0.753967752	0.888953546	no
Unigene0033453	1069	1038	24.0894	23.2833	-0.049102911	0.470198686	0.642651379	no
Unigene0033454	7	14	1.3282	2.6441	0.993304337	0.189479931	0.314069805	no
Unigene0033455	51	34	10.8629	7.2087	-0.591598286	0.082703102	0.159479346	no
Unigene0033456	350	151	52.4458	22.5226	-1.219453861	5.80E-19	6.10E-18	yes
Unigene0033457	58	46	10.2361	8.081	-0.341060408	0.281939711	0.4315588	no
Unigene0033458	3	11	0.3731	1.3618	1.867880573	0.05745859	0.11774109	no
Unigene0033459	38400	48787	2754.5236	3483.5236	0.338744514	1.46E-50	3.49E-49	no
Unigene0033460	204	617	10.8629	32.704	1.5900578	9.63E-47	2.14E-45	yes
Unigene0033461	8	15	0.8439	1.5751	0.900299467	0.210302535	0.343179166	no
Unigene0033463	39	20	5.545	2.8305	-0.970130537	0.01850756	0.044214637	no
Unigene0033464	8	5	0.8553	0.5321	-0.684733136	0.581180318	0.738783422	no
Unigene0033465	8	64	0.5891	4.6908	2.993249532	6.23E-12	4.65E-11	yes
Unigene0033466	42	40	3.284	3.1132	-0.077055865	0.912336139	1	no
Unigene0033467	96	107	4.2323	4.6955	0.149836897	0.485067504	0.657783861	no
Unigene0033468	910	787	12.5813	10.8307	-0.216154512	0.003304482	0.00955705	no
Unigene0033469	27	3	3.6256	0.401	-3.176545624	8.55E-06	3.77E-05	yes
Unigene0033470	921	502	12.9721	7.0381	-0.882154133	1.68E-27	2.38E-26	no
Unigene0033471	4	6	0.4557	0.6804	0.57829877	0.753967752	0.888953546	no
Unigene0033472	307	489	5.8892	9.3374	0.664949218	4.13E-10	2.73E-09	no
Unigene0033473	65	445	1.5482	10.5506	2.768661286	6.74E-69	2.12E-67	yes
Unigene0033474	92	48	4.3939	2.2819	-0.945266466	0.000263327	0.000938681	no
Unigene0033475	33	19	2.0138	1.1541	-0.803152174	0.070757978	0.139599054	no
Unigene0033476	588	498	11.6329	9.8071	-0.246312302	0.007128846	0.019065609	no
Unigene0033477	3	2	0.2827	0.1876	-0.591612055	1	1	no
Unigene0033478	153	139	8.6177	7.7932	-0.145087035	0.450142458	0.62434186	no
Unigene0033480	5	29	0.6915	3.992	2.529310564	3.91E-05	0.000158211	yes
Unigene0033481	858	1683	11.9425	23.3181	0.965345363	6.27E-54	1.58E-52	no
Unigene0033482	30	50	2.5857	4.2897	0.730321857	0.033341715	0.073556904	no
Unigene0033483	777	620	22.7824	18.0955	-0.332288763	3.42E-05	0.000139721	no
Unigene0033484	106	77	12.8946	9.3238	-0.467777057	0.03906162	0.084037097	no
Unigene0033485	492	184	114.4417	42.6026	-1.425599449	9.87E-33	1.59E-31	yes
Unigene0033486	562	1016	8.1638	14.691	0.847619858	5.77E-28	8.25E-27	no
Unigene0033487	848	1009	22.2475	26.3498	0.244148785	0.000530367	0.001789726	no
Unigene0033488	245	214	10.037	8.7267	-0.201820013	0.139645254	0.245774391	no
Unigene0033489	4370	3536	103.3786	83.2647	-0.312160669	4.41E-16	4.10E-15	no
Unigene0033490	517	271	7.8808	4.112	-0.938501824	3.15E-18	3.20E-17	no
Unigene0033491	585	278	12.1804	5.7617	-1.079995062	2.95E-25	3.91E-24	yes
Unigene0033492	21	55	2.4787	6.4619	1.382374754	0.000124158	0.000465738	yes
Unigene0033493	590	901	9.167	13.9348	0.604170718	1.67E-14	1.44E-13	no
Unigene0033494	4390	3000	90.1557	61.3267	-0.555903386	3.71E-45	8.02E-44	no
Unigene0033495	9	9	1.5254	1.5184	-0.006635707	1	1	no
Unigene0033496	19	29	3.5927	5.4584	0.60340965	0.193947352	0.320714343	no
Unigene0033497	3	35	0.3283	3.8126	3.537688523	6.85E-08	3.78E-07	yes
Unigene0033498	38	0	4.0625	0.001	-11.9881521	7.54E-12	5.59E-11	yes
Unigene0033499	68	9	7.3978	0.9746	-2.92421417	2.67E-12	2.04E-11	yes
Unigene0033500	46	41	4.0272	3.5729	-0.172681586	0.668963697	0.819454889	no
Unigene0033501	2361	2864	42.6843	51.54	0.271987017	1.46E-09	9.20E-09	no
Unigene0033502	11	49	0.6533	2.8969	2.148692339	7.83E-07	3.90E-06	yes
Unigene0033503	201	60	2.6404	0.7846	-1.750727263	9.46E-19	9.83E-18	yes
Unigene0033504	54	26	3.0853	1.4787	-1.06108139	0.002371183	0.007043564	yes
Unigene0033505	1	4	0.2163	0.8613	1.993482166	0.375062492	0.540113717	no
Unigene0033506	0	1	0.001	0.2153	7.750204509	1	1	no
Unigene0033507	1206	1038	22.6426	19.3988	-0.223072218	0.000559078	0.001874653	no
Unigene0033508	489	386	10.6232	8.3471	-0.347871451	0.000570513	0.001911688	no
Unigene0033509	108	214	20.993	41.4061	0.979934974	4.69E-09	2.86E-08	no
Unigene0033510	8843	7561	391.0942	332.859	-0.232604964	2.12E-14	1.82E-13	no
Unigene0033511	777	982	20.6085	25.9261	0.3311657	4.72E-06	2.15E-05	no
Unigene0033512	75	67	11.6465	10.3564	-0.169373869	0.558467006	0.716682239	no
Unigene0033513	84	76	6.4411	5.8009	-0.151030341	0.581638828	0.739294259	no
Unigene0033514	33	29	2.862	2.5036	-0.193019591	0.70397567	0.847702502	no
Unigene0033515	2	48	0.3106	7.4195	4.578192232	2.39E-12	1.83E-11	yes
Unigene0033516	451	479	12.1415	12.8361	0.080260266	0.422938272	0.594446379	no
Unigene0033517	683	509	15.1033	11.2039	-0.430862794	8.09E-07	4.02E-06	no
Unigene0033518	27	85	2.4132	7.5621	1.64783944	3.89E-08	2.19E-07	yes
Unigene0033519	45	121	2.2477	6.016	1.420355075	3.60E-09	2.21E-08	yes
Unigene0033520	14	54	1.6248	6.2384	1.940913915	1.15E-06	5.64E-06	yes
Unigene0033521	1777	1419	35.5481	28.256	-0.331215204	1.94E-09	1.21E-08	no
Unigene0033523	2	0	0.3731	0.001	-8.54341855	0.500024999	0.660319045	no
Unigene0033524	1	3	0.1759	0.5254	1.578660718	0.625037495	0.778888258	no
Unigene0033525	4	26	0.422	2.7301	2.693638892	6.02E-05	0.000237637	yes
Unigene0033526	2	3	0.4834	0.7218	0.57838167	1	1	no
Unigene0033527	55	168	2.8443	8.648	1.604292883	2.34E-14	2.00E-13	yes
Unigene0033528	87	302	3.4399	11.8861	1.788836893	3.17E-28	4.57E-27	yes
Unigene0033529	4	29	0.3943	2.8453	2.851215158	1.11E-05	4.83E-05	yes
Unigene0033531	0	1	0.001	0.1895	7.566054038	1	1	no
Unigene0033532	0	5	0.001	1.1724	10.19524916	0.062531251	0.126174354	no
Unigene0033533	23	27	2.001	2.3382	0.22467717	0.672199	0.822877339	no
Unigene0033534	680	525	12.2261	9.3959	-0.379861008	1.24E-05	5.35E-05	no
Unigene0033535	69	61	4.7889	4.2142	-0.184435526	0.540734953	0.700814016	no
Unigene0033536	19	15	1.967	1.5457	-0.347736619	0.607898898	0.764506432	no
Unigene0033537	224	129	8.7757	5.0306	-0.802783727	6.07E-07	3.06E-06	no
Unigene0033538	224	183	13.9605	11.3528	-0.298302452	0.049524085	0.103370339	no
Unigene0033539	2	2	0.3999	0.3981	-0.00650841	1	1	no
Unigene0033540	51	40	5.516	4.3064	-0.357140126	0.29556769	0.446872779	no
Unigene0033541	11	9	1.7373	1.4149	-0.29614681	0.823890983	0.945240252	no
Unigene0033542	17	28	1.7277	2.8326	0.713274161	0.135595179	0.239669836	no
Unigene0033543	65	62	4.8116	4.5684	-0.074827737	0.859669175	0.97531868	no
Unigene0033544	679	914	7.2773	9.7509	0.422132099	2.76E-08	1.57E-07	no
Unigene0033545	4	4	0.5477	0.5452	-0.006600318	1	1	no
Unigene0033546	0	6	0.001	1.3334	10.38089392	0.03127344	0.069386062	no
Unigene0033547	31	31	4.0078	3.9894	-0.006638732	1	1	no
Unigene0033548	22	22	2.3794	2.3685	-0.006624151	1	1	no
Unigene0033549	20	106	2.4171	12.7516	2.399329213	2.94E-15	2.64E-14	yes
Unigene0033550	5	5	0.6932	0.69	-0.006675293	1	1	no
Unigene0033551	83	43	7.901	4.0745	-0.955412231	0.000483145	0.00164842	no
Unigene0033552	553	256	11.167	5.1458	-1.117774369	2.55E-25	3.39E-24	yes
Unigene0033553	429	552	97.7427	125.1888	0.357044635	0.000180228	0.000659942	no
Unigene0033554	687	583	63.232	53.4131	-0.243461234	0.00391874	0.011103899	no
Unigene0033555	457	452	42.1324	41.4799	-0.022517683	0.845694558	0.963280663	no
Unigene0033556	23	19	5.034	4.1394	-0.28228355	0.644318917	0.797197798	no
Unigene0033557	24	22	5.1714	4.7187	-0.132165447	0.883130239	0.99497646	no
Unigene0033558	384	591	25.9387	39.7378	0.615405827	1.52E-10	1.03E-09	no
Unigene0033559	8	8	1.7579	1.7498	-0.00666297	1	1	no
Unigene0033560	22	34	4.4313	6.8169	0.621385819	0.141451135	0.248583957	no
Unigene0033561	251	216	16.6116	14.2295	-0.223306069	0.099497732	0.186813529	no
Unigene0033562	674	588	52.9229	45.9579	-0.203579242	0.016289611	0.039321447	no
Unigene0033563	73	351	7.7894	37.2808	2.258848709	1.22E-43	2.55E-42	yes
Unigene0033564	519	393	14.4624	10.901	-0.407846498	3.80E-05	0.000154117	no
Unigene0033565	48	49	6.3534	6.456	0.023111727	1	1	no
Unigene0033566	7	7	1.5083	1.5014	-0.00661502	1	1	no
Unigene0033567	1219	795	25.5533	16.5886	-0.623317481	7.13E-20	7.76E-19	no
Unigene0033568	18	39	1.2796	2.7598	1.108870823	0.007592396	0.020123885	yes
Unigene0033569	12	17	1.463	2.063	0.495814052	0.458586689	0.628381893	no
Unigene0033570	419	357	4.2819	3.6315	-0.237685523	0.026422732	0.060382697	no
Unigene0033571	26	25	4.5311	4.3368	-0.063230419	1	1	no
Unigene0033573	579	542	10.1125	9.4228	-0.101911975	0.269397576	0.414623181	no
Unigene0033574	622	448	19.7254	14.1421	-0.48005819	1.75E-07	9.30E-07	no
Unigene0033575	4	5	0.9039	1.1247	0.315305153	1	1	no
Unigene0033576	1564	2712	43.0643	74.331	0.787471636	3.65E-58	9.86E-57	no
Unigene0033577	30	50	3.8967	6.4646	0.73030824	0.033341715	0.073556904	no
Unigene0033578	1343	870	24.0299	15.4951	-0.633018579	4.43E-22	5.29E-21	no
Unigene0033579	2	2	0.1344	0.1338	-0.006455022	1	1	no
Unigene0033580	4617	5415	95.3459	111.3114	0.223358547	2.70E-10	1.80E-09	no
Unigene0033581	12	8	1.7742	1.1774	-0.591564117	0.503660778	0.66339736	no
Unigene0033582	35	11	8.4597	2.6466	-1.676466337	0.000543253	0.001826755	yes
Unigene0033583	23	31	2.3504	3.1534	0.424001882	0.341544078	0.502944755	no
Unigene0033584	375	315	8.0182	6.7043	-0.258191696	0.022346518	0.052129449	no
Unigene0033585	55	15	5.9486	1.6149	-1.88110534	1.72E-06	8.24E-06	yes
Unigene0033586	96	35	4.4034	1.598	-1.462350495	1.03E-07	5.61E-07	yes
Unigene0033587	2391	1725	100.5461	72.2061	-0.477664496	5.58E-22	6.61E-21	no
Unigene0033588	13	28	1.0414	2.2326	1.100200484	0.027690349	0.062883113	no
Unigene0033590	3	27	0.2968	2.6585	3.163049469	8.55E-06	3.77E-05	yes
Unigene0033591	74	46	2.3589	1.4596	-0.692541204	0.013653811	0.033685824	no
Unigene0033593	6	15	0.7529	1.8737	1.315359816	0.078509136	0.15247618	no
Unigene0033594	61	43	2.1586	1.5146	-0.511159095	0.095902	0.181393265	no
Unigene0033595	332	254	6.7336	5.1279	-0.393009894	0.001276393	0.004016079	no
Unigene0033596	12	60	0.8308	4.1348	2.315244427	8.53E-09	5.08E-08	yes
Unigene0033597	2	12	0.2288	1.3663	2.578115335	0.012969461	0.032163638	yes
Unigene0033598	1226	1118	37.6972	34.2184	-0.139685067	0.027995111	0.06353467	no
Unigene0033599	429	205	48.474	23.0571	-1.072000067	5.78E-19	6.08E-18	yes
Unigene0033600	83	79	7.8606	7.4474	-0.077902591	0.81449096	0.937750861	no
Unigene0033601	34	34	7.7784	7.7426	-0.006655315	1	1	no
Unigene0033602	272	223	14.0401	11.4579	-0.29321056	0.026312053	0.06015786	no
Unigene0033603	187	235	12.8185	16.0348	0.322978909	0.026386494	0.060306924	no
Unigene0033604	651	876	10.7551	14.4057	0.421618827	5.44E-08	3.03E-07	no
Unigene0033605	154	190	4.909	6.0287	0.296417773	0.061175204	0.12455512	no
Unigene0033606	128	100	6.2475	4.8584	-0.362797722	0.075165394	0.147272561	no
Unigene0033607	14	22	1.566	2.4495	0.645403079	0.24341002	0.385751204	no
Unigene0033608	4298	3339	104.9811	81.1821	-0.370896054	1.51E-21	1.76E-20	no
Unigene0033609	1089	1594	20.599	30.0127	0.54299881	8.68E-20	9.42E-19	no
Unigene0033610	785	1792	13.0973	29.7611	1.184158419	4.64E-79	1.66E-77	yes
Unigene0033611	692	828	14.6218	17.4151	0.252217834	0.001190284	0.003764202	no
Unigene0033612	1627	1403	18.1552	15.5837	-0.220345013	9.68E-05	0.000370713	no
Unigene0033613	7	9	1.6774	2.1467	0.355893828	0.803697892	0.929257144	no
Unigene0033614	96	116	11.4526	13.7749	0.266366685	0.194143465	0.320997965	no
Unigene0033615	22	25	4.5979	5.2009	0.17778621	0.77113005	0.905507111	no
Unigene0033616	23	16	5.4877	3.8	-0.530202196	0.337256477	0.497435516	no
Unigene0033617	48	59	10.8473	13.2719	0.291038935	0.334996818	0.49469902	no
Unigene0033618	296	306	7.9764	8.208	0.041292971	0.778663309	0.910856231	no
Unigene0033619	3	6	0.452	0.8998	0.993281594	0.50791091	0.665747767	no
Unigene0033620	41	42	8.8689	9.0434	0.028110097	1	1	no
Unigene0033621	645	5191	12.5507	100.5442	3.001990125	0	0	yes
Unigene0033622	36	27	6.9977	5.2241	-0.421698303	0.314266044	0.469199934	no
Unigene0033623	2953	3613	40.1087	48.8475	0.284369521	4.79E-12	3.60E-11	no
Unigene0033624	55	66	7.6249	9.1079	0.256400035	0.364812329	0.529501279	no
Unigene0033625	1967	1485	32.0582	24.0913	-0.412181178	1.14E-14	9.95E-14	no
Unigene0033626	266	185	17.3972	12.044	-0.530540516	0.00015855	0.00058588	no
Unigene0033627	2537	2671	53.3428	55.9022	0.067611506	0.135262729	0.239309101	no
Unigene0033628	10	204	0.3519	7.1448	4.343656208	9.04E-48	2.05E-46	yes
Unigene0033629	314	263	11.6763	9.7349	-0.262345119	0.032729666	0.072354555	no
Unigene0033630	319	313	8.8982	8.6907	-0.034041141	0.783998897	0.915496582	no
Unigene0033631	4	10	0.7196	1.7908	1.315337132	0.17971814	0.301125081	no
Unigene0033632	2	18	0.1964	1.7598	3.163544642	0.000404902	0.001396802	yes
Unigene0033633	42	77	3.8214	6.9737	0.867823025	0.001764894	0.005399075	no
Unigene0033634	301	530	10.544	18.4806	0.809589321	1.06E-14	9.27E-14	no
Unigene0033635	91	1518	2.0615	34.2305	4.053515999	4.27984027534891e-312	6.75645268629777e-310	yes
