id	R0_count	R3_count	R0_fpkm	R3_fpkm	log2FC	Pvalue	FDR	significant
OS01T0263400-00	5	14	0.06	0.17	1.502500341	0.063692328	0.125921777	no
OS01T0263500-01	156	155	3.98	4.27	0.101467639	0.573718899	0.728226561	no
OS01T0263600-01	192	157	1.69	1.49	-0.181710916	0.264371869	0.403803085	no
OS01T0263600-02	14	9	0.25	0.17	-0.556393349	0.405145484	0.566204961	no
OS01T0263900-00	1	1	0.04	0.04	0	1	1	no
OS01T0264000-01	182	32	4.13	0.78	-2.404595753	2.68E-24	3.87E-23	down
OS01T0264400-01	149	162	7.5	8.85	0.23878686	0.196247461	0.321367242	no
OS01T0264500-01	340	213	20.81	14.18	-0.553419432	7.88E-06	3.47E-05	no
OS01T0264600-00	1	1	0.03	0.03	0	1	1	no
OS01T0264700-01	342	277	8.7	7.62	-0.191224403	0.104218372	0.191497275	no
OS01T0265000-00	24	68	0.69	2.11	1.612574732	1.16E-06	5.70E-06	up
OS01T0265100-01	526	353	28.05	20.45	-0.455899928	2.97E-06	1.38E-05	no
OS01T0265200-01	514	468	10.06	9.88	-0.026047358	0.75527186	0.887595238	no
OS01T0265400-01	19	24	0.11	0.14	0.347923303	0.360895775	0.519072226	no
OS01T0265400-02	14	16	0.16	0.2	0.321928095	0.584948842	0.73866553	no
OS01T0265700-01	115	82	4.12	3.18	-0.373617572	0.075289574	0.145123514	no
OS01T0265800-01	902	1019	18.3	22.3	0.285200062	5.54E-05	0.000216913	no
OS01T0265800-02	919	1060	19.96	24.85	0.316134131	6.03E-06	2.70E-05	no
OS01T0265900-00	11	26	0.52	1.33	1.354842717	0.007686922	0.019985914	up
OS01T0266000-01	598	740	6.24	8.31	0.413302448	5.53E-07	2.81E-06	no
OS01T0266100-01	258	154	12.83	8.31	-0.626600788	1.25E-05	5.38E-05	no
OS01T0266200-01	155	133	1.92	1.78	-0.10922907	0.519931559	0.672773337	no
OS01T0266400-01	61	124	6.82	15.23	1.159072297	3.49E-07	1.82E-06	up
OS01T0266500-01	87	70	3.21	2.79	-0.202308175	0.426723384	0.589956958	no
OS01T0266600-01	390	388	20.63	22.29	0.111652795	0.379222398	0.538056094	no
OS01T0266600-02	207	206	11.96	12.94	0.113620228	0.558953786	0.712670209	no
OS01T0266800-01	349	393	7.39	8.98	0.281141081	0.011626785	0.028882562	no
OS01T0267100-01	235	251	1.68	1.93	0.200139614	0.139043124	0.240549931	no
OS01T0267200-01	2008	1635	69.45	61.19	-0.182678795	0.00023221	0.00082172	no
OS01T0267300-00	100	37	2.51	1	-1.327687364	7.62E-07	3.82E-06	down
OS01T0267400-01	48	36	1.85	1.5	-0.30256277	0.380988243	0.540173722	no
OS01T0267600-01	85	94	1.97	2.36	0.26059123	0.297506122	0.443152472	no
OS01T0267800-00	7	3	0.23	0.11	-1.064130337	0.343873016	0.4995422	no
OS01T0267900-01	1818	1600	113.37	108.57	-0.062413411	0.136726418	0.236861614	no
OS01T0268000-01	1	5	0.04	0.24	2.584962501	0.218820305	0.35048049	no
OS01T0268100-01	864	162	21.16	4.28	-2.305656926	7.71E-101	5.07E-99	down
OS01T0268300-01	451	589	5.94	8.36	0.493040011	1.40E-07	7.60E-07	no
OS01T0268300-02	144	196	3.77	5.55	0.557923248	0.000568671	0.001876799	no
OS01T0268600-01	473	279	5.6	3.56	-0.653549586	2.23E-09	1.44E-08	no
OS01T0268700-00	2	2	0.06	0.07	0.222392421	1	1	no
OS01T0268800-01	269	292	7.02	8.23	0.2294214	0.080213471	0.152917912	no
OS01T0268800-02	297	297	7.96	8.6	0.111568229	0.395832498	0.555951895	no
OS01T0268900-01	128	233	5.07	9.99	0.978498931	1.15E-09	7.63E-09	no
OS01T0269000-01	321	388	7.21	9.4	0.382661497	0.000778077	0.00250907	no
OS01T0269100-01	278	182	4.6	3.25	-0.501194143	0.000253668	0.000891929	no
OS01T0269500-01	1	11	0.01	0.13	3.700439718	0.006362167	0.016887799	up
OS01T0269550-01	0	3	0.001	0.03	4.906890596	0.250037498	0.384983395	no
OS01T0269800-00	7	7	0.15	0.16	0.093109404	1	1	no
OS01T0269900-01	111	102	1.98	1.96	-0.014646776	1	1	no
OS01T0270100-01	948	804	37.61	34.55	-0.122430596	0.066560649	0.130526131	no
OS01T0270100-02	763	555	33.13	26.12	-0.342983307	2.10E-05	8.73E-05	no
OS01T0270300-01	236	235	5.84	6.28	0.10479619	0.523765902	0.676224798	no
OS01T0270300-02	227	174	6.66	5.52	-0.27085391	0.066845703	0.13104178	no
OS01T0270501-00	1	5	0.07	0.38	2.440572591	0.218820305	0.35048049	no
OS01T0270700-00	0	5	0.001	0.12	6.906890596	0.062531251	0.123993256	no
OS01T0271000-01	121	121	4.99	5.41	0.116588778	0.654765317	0.801362233	no
OS01T0271200-01	190	112	2.88	1.83	-0.654225163	0.000150404	0.000548352	no
OS01T0271400-00	424	698	16.58	29.57	0.834690237	6.87E-20	8.34E-19	no
OS01T0271500-01	765	721	17.07	17.37	0.025134696	0.841258183	0.961840618	no
OS01T0271700-01	93	95	1.47	1.62	0.140177658	0.611472434	0.764808177	no
OS01T0272600-01	83	74	2.04	1.96	-0.057715498	0.873739611	0.989224577	no
OS01T0272650-00	1	0	0.04	0.001	-5.321928095	1	1	no
OS01T0272700-00	2	1	0.16	0.09	-0.830074999	1	1	no
OS01T0272800-01	117	103	7.48	7.17	-0.061065151	0.737515719	0.873072083	no
OS01T0272850-00	2	0	0.06	0.001	-5.906890596	0.500024999	0.653216704	no
OS01T0273000-01	485	395	69.7	62.8	-0.150394097	0.059663801	0.120105022	no
OS01T0273100-01	71	121	4.27	7.92	0.89126436	5.36E-05	0.000210202	no
OS01T0273150-00	1	2	0.08	0.16	1	1	1	no
OS01T0273300-01	391	270	7.68	5.72	-0.425091164	0.000228009	0.000808119	no
OS01T0273500-01	69	60	1.8	1.69	-0.09097366	0.725703815	0.863273111	no
OS01T0273800-01	318	140	9.37	4.46	-1.071005338	4.21E-14	3.80E-13	down
OS01T0274100-00	60	20	2.04	0.73	-1.482600783	3.89E-05	0.000155823	down
OS01T0274300-01	0	3	0.001	0.37	8.531381461	0.250037498	0.384983395	no
OS01T0274601-01	11	3	0.08	0.02	-2	0.05745859	0.116158879	no
OS01T0274800-01	68	7	2.04	0.23	-3.148863386	1.96E-12	1.59E-11	down
OS01T0274901-01	2	5	0.01	0.03	1.584962501	0.453207015	0.617978769	no
OS01T0275300-01	206	210	22.42	25.1	0.162901086	0.383005588	0.542531196	no
OS01T0275500-00	1	0	0.01	0.001	-3.321928095	1	1	no
OS01T0275600-01	2048	1449	24.35	18.56	-0.391725062	1.17E-13	1.02E-12	no
OS01T0275600-02	296	208	19.96	15.28	-0.385467177	0.002318368	0.006806113	no
OS01T0275800-01	1	2	0.03	0.06	1	1	1	no
OS01T0275900-00	74	53	1.4	1.08	-0.374395515	0.156709922	0.266076998	no
OS01T0275950-00	27	20	1.23	0.99	-0.313157885	0.560527677	0.714254512	no
OS01T0276000-01	1278	1586	114.31	155.21	0.441269894	6.38E-13	5.33E-12	no
OS01T0276100-01	1174	833	30.83	23.63	-0.38371526	1.06E-08	6.37E-08	no
OS01T0276200-00	27	46	0.86	1.58	0.877515993	0.018831511	0.044050095	no
OS01T0276300-01	2	1	0.1	0.05	-1	1	1	no
OS01T0276400-01	132	89	4.14	3.02	-0.455082218	0.022712129	0.051764227	no
OS01T0276500-01	107	170	3.76	6.47	0.78303305	1.68E-05	7.06E-05	no
OS01T0276500-02	110	174	4.05	6.94	0.777013755	1.21E-05	5.18E-05	no
OS01T0276600-01	254	493	7.89	16.55	1.068734012	8.61E-22	1.13E-20	up
OS01T0276700-01	345	262	6.66	5.45	-0.289265947	0.0161746	0.038538386	no
OS01T0276700-02	349	215	5.55	3.68	-0.592782005	2.40E-06	1.13E-05	no
OS01T0276700-03	124	83	3.93	2.85	-0.463567393	0.021934511	0.050281871	no
OS01T0276700-04	84	85	2.98	3.27	0.133978305	0.645934757	0.793371478	no
OS01T0276800-01	1140	1068	18.17	18.36	0.015007639	0.896516957	1	no
OS01T0276800-02	290	246	24	22.24	-0.109877618	0.305829327	0.453371856	no
OS01T0276800-03	287	306	11.65	13.46	0.208348455	0.114728357	0.20761766	no
OS01T0276800-04	73	72	3.77	4.03	0.096215315	0.740787614	0.876070708	no
OS01T0276800-05	77	115	3.96	6.42	0.697072867	0.001552699	0.004720408	no
OS01T0276900-01	126	117	9.57	9.69	0.017977741	1	1	no
OS01T0277100-01	18	16	2.07	2.03	-0.02815104	1	1	no
OS01T0277500-01	68	93	1.13	1.67	0.56352533	0.018247009	0.042834952	no
OS01T0277600-00	791	791	7.31	7.87	0.10649223	0.183117321	0.303006364	no
OS01T0277700-01	165	171	6.27	7.03	0.165059246	0.35773207	0.516196853	no
OS01T0278000-00	306	102	13.43	4.85	-1.469402652	2.18E-21	2.82E-20	down
OS01T0278200-01	25	38	0.59	0.97	0.717269793	0.07738956	0.148267467	no
OS01T0278600-01	28	36	0.59	0.82	0.474908955	0.2611986	0.399999626	no
OS01T0278600-02	52	51	0.93	0.98	0.075551033	0.84429421	0.964488527	no
OS01T0278900-01	1720	1862	156.37	185.27	0.244665536	3.24E-05	0.000130992	no
OS01T0278950-00	100	84	1.55	1.4	-0.146841388	0.509071912	0.660993531	no
OS01T0278975-00	7	0	0.14	0.001	-7.129283017	0.01564141	0.037361826	down
OS01T0279000-01	3	3	0.04	0.04	0	1	1	no
OS01T0279100-01	15185	23836	353.15	598.48	0.76102194	3.11E-197	5.39E-195	no
OS01T0279100-02	1046	1589	96.69	160.8	0.733828812	3.85E-32	7.11E-31	no
OS01T0279200-01	143	87	9.43	6.25	-0.593401581	0.002431011	0.007104153	no
OS01T0279200-02	473	329	10.45	7.85	-0.412738383	7.45E-05	0.000285479	no
OS01T0279200-03	100	59	7.14	4.59	-0.637429921	0.005375324	0.014540937	no
OS01T0279300-01	1844	1465	143.29	124.26	-0.20557597	2.87E-05	0.00011719	no
OS01T0279400-01	873	424	18.93	9.93	-0.930808788	6.73E-28	1.09E-26	no
OS01T0279500-01	0	3	0.001	0.03	4.906890596	0.250037498	0.384983395	no
OS01T0279700-01	2021	1162	32.42	20.1	-0.689688589	1.19E-35	2.45E-34	no
OS01T0279700-02	1562	1066	26.12	19.22	-0.442546561	1.29E-13	1.12E-12	no
OS01T0279700-03	91	46	20.39	11.57	-0.817472911	0.000795151	0.002560125	no
OS01T0279800-01	444	637	20.06	31.22	0.638148931	6.86E-12	5.36E-11	no
OS01T0279800-02	27	55	1.19	2.64	1.149576356	0.000899067	0.002868994	up
OS01T0279900-01	82	85	1.74	1.95	0.164386818	0.537700845	0.691727607	no
OS01T0280000-01	559	425	12.05	9.89	-0.28499072	0.002233682	0.006577753	no
OS01T0280000-02	240	189	7.4	6.3	-0.232173442	0.094015565	0.175188159	no
OS01T0280200-01	18	9	0.5	0.27	-0.888968688	0.168914476	0.283822038	no
OS01T0280400-00	48	82	1.01	1.86	0.880947328	0.000864892	0.002768505	no
OS01T0280500-01	15	6	0.55	0.24	-1.196397213	0.078509136	0.150062734	no
OS01T0280600-01	1	0	0.03	0.001	-4.906890596	1	1	no
OS01T0281000-01	1846	1491	29.32	25.53	-0.199691566	0.00017018	0.000615176	no
OS01T0281100-01	78	20	1.86	0.51	-1.866733469	1.85E-08	1.09E-07	down
OS01T0281200-01	13	1	0.29	0.02	-3.857980995	0.00183717	0.005511395	down
OS01T0281301-00	0	4	0.001	0.3	8.22881869	0.125037499	0.219498867	no
OS01T0281400-00	5439	3366	57.02	38	-0.585468621	2.51E-56	8.22E-55	no
OS01T0281600-01	647	514	26.36	22.69	-0.216293761	0.010129719	0.025520156	no
OS01T0282251-01	46	22	0.35	0.18	-0.959358016	0.010466428	0.026311135	no
OS01T0282800-02	3156	4568	69.27	108.21	0.64353125	5.97E-61	2.14E-59	no
OS01T0282866-00	5	15	0.15	0.5	1.736965594	0.041489297	0.087403209	no
OS01T0283000-01	35	41	0.42	0.53	0.335603032	0.423073484	0.587170137	no
OS01T0283000-02	31	31	0.46	0.49	0.091147888	0.899232386	1	no
OS01T0283100-01	679	736	27.23	31.98	0.231972956	0.00597595	0.015994206	no
OS01T0283100-02	477	551	20.42	25.56	0.32390497	0.000816178	0.00262533	no
OS01T0283300-01	1115	277	38.01	10.22	-1.894983829	2.65E-100	1.73E-98	down
OS01T0283300-02	1056	267	41.4	11.34	-1.868210127	1.14E-93	7.03E-92	down
OS01T0283400-01	6	6	0.63	0.7	0.152003093	1	1	no
OS01T0283500-01	10	11	0.46	0.55	0.257797757	1	1	no
OS01T0283500-02	67	142	1.87	4.29	1.197939378	1.78E-08	1.05E-07	up
OS01T0283700-01	73	10	2.5	0.37	-2.756330919	7.45E-12	5.80E-11	down
OS01T0284500-01	219	249	10.91	13.46	0.303027308	0.035645954	0.076805923	no
OS01T0284700-01	141	100	4.69	3.6	-0.381591016	0.04645413	0.096626302	no
OS01T0284900-01	347	110	9.14	3.13	-1.546031508	1.55E-25	2.34E-24	down
OS01T0285200-01	4	0	0.04	0.001	-5.321928095	0.125037499	0.219498867	no
OS01T0285300-01	2263	785	52.26	19.57	-1.417063369	2.12E-124	1.80E-122	down
OS01T0286000-01	99	59	2.85	1.83	-0.639118271	0.006682825	0.017642197	no
OS01T0286100-01	2000	1044	29.42	16.55	-0.82996603	1.70E-48	4.78E-47	no
OS01T0286200-01	17	22	0.22	0.31	0.494764692	0.337256477	0.492100444	no
OS01T0286500-00	0	1	0.001	0.09	6.491853096	1	1	no
OS01T0286600-01	1289	1041	25.64	22.34	-0.198767076	0.001337727	0.004117532	no
OS01T0286900-01	46	15	2.54	0.9	-1.49683159	0.000269861	0.000945432	down
OS01T0287400-01	4	0	0.41	0.001	-8.6794801	0.125037499	0.219498867	no
OS01T0287600-01	110	61	4.58	2.75	-0.73591598	0.001659078	0.005018713	no
OS01T0287700-01	16	21	0.39	0.55	0.495957495	0.324457866	0.476563504	no
OS01T0287900-00	0	1	0.001	0.14	7.129283017	1	1	no
OS01T0288200-01	15	6	1.75	0.77	-1.184424571	0.078509136	0.150062734	no
OS01T0289100-00	1	0	0.13	0.001	-7.022367813	1	1	no
OS01T0289600-00	294	80	9.71	2.86	-1.763456149	6.22E-26	9.48E-25	down
OS01T0289732-01	1	2	0.05	0.12	1.263034406	1	1	no
OS01T0289900-00	5	5	0.15	0.16	0.093109404	1	1	no
OS01T0289950-01	11	12	0.19	0.22	0.211504105	1	1	no
OS01T0290000-01	2354	2607	43.37	51.8	0.256254655	4.32E-08	2.46E-07	no
OS01T0290000-02	2208	2442	45.97	54.86	0.255061956	1.20E-07	6.54E-07	no
OS01T0290000-03	1984	2167	43.34	51.1	0.237624138	2.81E-06	1.31E-05	no
OS01T0290000-04	870	862	32.21	34.55	0.10117705	0.22180552	0.354591278	no
OS01T0290100-01	1194	1613	22.11	32.21	0.542809636	2.63E-20	3.25E-19	no
OS01T0290600-00	58	96	1.56	2.8	0.843880798	0.000725053	0.00235087	no
OS01T0290700-01	600	327	42.26	25.11	-0.751030739	9.86E-15	9.23E-14	no
OS01T0290800-01	5	25	0.09	0.48	2.415037499	0.00019426	0.00069463	up
OS01T0291500-01	534	312	12.76	8.05	-0.664567641	9.38E-11	6.74E-10	no
OS01T0291500-02	439	228	11.25	6.31	-0.834213091	8.34E-13	6.92E-12	no
OS01T0291733-00	1	1	0.04	0.04	0	1	1	no
OS01T0292200-01	6944	3615	150.91	84.79	-0.831722378	1.56E-125	1.34E-123	no
OS01T0292200-02	1399	661	66.96	34.33	-0.963829671	2.64E-45	6.95E-44	no
OS01T0292200-03	186	82	69.95	35.43	-0.981352592	1.04E-08	6.28E-08	no
OS01T0292700-00	4	18	0.16	0.76	2.247927513	0.00261354	0.007578258	up
OS01T0292900-01	1335	804	16.49	10.7	-0.623980602	5.80E-21	7.37E-20	no
OS01T0292900-02	1496	870	16.61	10.41	-0.674082005	1.31E-26	2.04E-25	no
OS01T0293000-01	7	5	0.18	0.14	-0.362570079	0.77448171	0.904205546	no
OS01T0293100-01	0	10	0.001	0.26	8.022367813	0.001957522	0.005824185	up
OS01T0293200-01	52	127	0.41	1.09	1.41063232	1.73E-09	1.13E-08	up
OS01T0294500-00	3	2	0.12	0.09	-0.415037499	1	1	no
OS01T0294700-01	6954	1973	215.14	66	-1.704737854	0	0	down
OS01T0295700-01	2021	734	48.5	19.02	-1.350467501	8.20E-105	5.68E-103	down
OS01T0295900-01	16	68	0.53	2.46	2.214594051	1.26E-09	8.34E-09	up
OS01T0296000-01	7	21	0.21	0.68	1.695145418	0.008174891	0.021033248	up
OS01T0296100-01	651	578	10.8	10.34	-0.062795127	0.437821294	0.60276999	no
OS01T0296100-02	541	494	8.9	8.76	-0.022874466	0.784931589	0.914242414	no
OS01T0296100-03	369	337	6.02	5.93	-0.021731382	0.824262668	0.947066404	no
OS01T0296200-00	68	35	3.02	1.69	-0.837525303	0.005657045	0.015221427	no
OS01T0296450-00	12	5	0.19	0.09	-1.078002512	0.143633064	0.247149606	no
OS01T0296700-01	221	188	4.67	4.28	-0.125811753	0.404779763	0.566204961	no
OS01T0297200-01	113	32	2.43	0.74	-1.715359138	1.75E-10	1.23E-09	down
OS01T0297700-01	2	8	0.05	0.22	2.137503524	0.109462886	0.199198681	no
OS01T0298301-01	15	10	0.71	0.51	-0.477321778	0.42464826	0.587361981	no
OS01T0298400-01	93	58	3.68	2.48	-0.569365646	0.018022319	0.042343119	no
OS01T0299150-00	0	5	0.001	0.55	9.103287808	0.062531251	0.123993256	no
OS01T0299200-00	4	1	0.14	0.04	-1.807354922	0.375062492	0.533094757	no
OS01T0299300-00	70	76	1.48	1.73	0.225174862	0.364425988	0.522912815	no
OS01T0299400-01	51	62	6.32	8.46	0.420733105	0.18884362	0.310898123	no
OS01T0299500-01	263	281	7.11	8.21	0.207532662	0.117445877	0.211735612	no
OS01T0299700-01	1	1	0.05	0.06	0.263034406	1	1	no
OS01T0299801-00	0	1	0.001	0.09	6.491853096	1	1	no
OS01T0300000-01	2	3	0.12	0.2	0.736965594	1	1	no
OS01T0300200-01	1350	808	20.27	13.07	-0.633086948	1.21E-21	1.58E-20	no
OS01T0300200-02	1368	740	21.75	12.68	-0.778460655	7.50E-31	1.34E-29	no
OS01T0300200-03	850	506	18.97	12.19	-0.638021553	7.23E-15	6.83E-14	no
OS01T0300400-01	6	1	0.13	0.02	-2.700439718	0.125065622	0.219498867	no
OS01T0300600-01	184	231	4.45	6.04	0.440743213	0.003027053	0.008678076	no
OS01T0300900-01	54	38	0.74	0.56	-0.402098444	0.252411642	0.388109699	no
OS01T0300900-02	31	21	0.77	0.56	-0.459431619	0.33237967	0.486062535	no
OS01T0301000-01	70	103	1.35	2.14	0.664651389	0.003888027	0.010878724	no
OS01T0301100-01	1	0	0.05	0.001	-5.64385619	1	1	no
OS01T0301300-01	8	8	0.23	0.25	0.120294234	1	1	no
OS01T0301500-01	1	0	0.02	0.001	-4.321928095	1	1	no
OS01T0301700-01	13	24	0.21	0.42	1	0.047233292	0.098044895	no
OS01T0301700-02	3	11	0.08	0.34	2.087462841	0.05745859	0.116158879	no
OS01T0301900-00	2	3	2.1	3.63	0.78958022	1	1	no
OS01T0302000-00	126	164	20.81	30.1	0.532486522	0.005122672	0.013928184	no
OS01T0302100-01	16	32	0.33	0.71	1.105353	0.013392427	0.032622988	up
OS01T0302250-01	32	68	2.39	5.53	1.210268862	0.000135915	0.000499094	up
OS01T0302800-01	143	172	11.09	14.55	0.391759788	0.029330392	0.065002156	no
OS01T0302900-01	13	12	0.23	0.23	0	1	1	no
OS01T0303000-02	19071	10103	1363.66	787.54	-0.792058877	1.40E-202	2.53E-200	no
OS01T0303100-01	63	57	2.13	2.09	-0.027350488	0.927532105	1	no
OS01T0303200-01	456	486	4.33	4.96	0.195973096	0.044798316	0.093440314	no
OS01T0303600-01	262	180	13.35	9.96	-0.422622095	0.00213808	0.00631426	no
OS01T0303800-01	245	348	11.99	18.48	0.624133098	4.96E-07	2.54E-06	no
OS01T0303800-02	522	622	24.74	31.98	0.370324439	5.00E-05	0.000196706	no
OS01T0304000-01	1476	1034	170.7	131.54	-0.375961483	2.99E-11	2.23E-10	no
OS01T0304100-00	2	2	0.03	0.03	0	1	1	no
OS01T0304300-01	334	187	4.39	2.65	-0.72822858	3.07E-08	1.78E-07	no
OS01T0304400-00	65	55	4.27	3.93	-0.119706757	0.649242446	0.796114687	no
OS01T0305200-01	922	238	86.68	24.5	-1.822917404	1.40E-80	6.99E-79	down
OS01T0305900-01	278	103	8.88	3.56	-1.318682435	7.60E-17	8.01E-16	down
OS01T0306100-01	10	6	0.5	0.33	-0.59946207	0.454681493	0.618708607	no
OS01T0306400-01	10	4	0.28	0.12	-1.222392421	0.17971814	0.2982639	no
OS01T0306800-01	466	761	10.11	17.83	0.818523706	5.19E-21	6.61E-20	no
OS01T0306800-02	334	504	8.88	14.48	0.705430021	1.47E-11	1.12E-10	no
OS01T0306900-01	257	253	6.4	6.8	0.087462841	0.569776149	0.724579391	no
OS01T0307500-01	5	20	0.09	0.38	2.078002512	0.002509385	0.007308419	up
OS01T0307562-00	5	6	0.14	0.18	0.362570079	1	1	no
OS01T0307624-01	7	10	0.11	0.17	0.628031223	0.629207129	0.777092022	no
OS01T0307686-00	46	14	2.26	0.75	-1.591360272	0.00013755	0.000504785	down
OS01T0308200-01	0	1	0.001	0.01	3.321928095	1	1	no
OS01T0308300-00	1	2	0.01	0.02	1	1	1	no
OS01T0308600-00	114	30	4.35	1.24	-1.81067528	2.42E-11	1.82E-10	down
OS01T0309100-01	130	146	7.01	8.55	0.286509976	0.134883624	0.234293916	no
OS01T0309800-01	886	1637	31.67	63.32	0.999544388	1.01E-56	3.35E-55	no
OS01T0309900-01	899	661	14.74	11.68	-0.33569625	9.65E-06	4.20E-05	no
OS01T0310100-01	131	117	0.91	0.88	-0.048363022	0.800365332	0.927291382	no
OS01T0310500-01	124	161	0.82	1.15	0.487938046	0.006712385	0.017719248	no
OS01T0310500-02	100	60	1.55	1	-0.632268215	0.009146378	0.023317758	no
OS01T0310800-01	121	108	1.52	1.46	-0.058102955	0.792754571	0.920384719	no
OS01T0311100-00	84	96	5.68	7.07	0.315819285	0.207024341	0.336576886	no
OS01T0311300-01	146	139	11.34	11.79	0.056143078	0.90638498	1	no
OS01T0311400-00	110	66	10.8	7.1	-0.605140383	0.006568442	0.017386686	no
OS01T0311500-01	98	202	1.05	2.34	1.156119202	6.47E-11	4.71E-10	up
OS01T0311500-02	27	41	0.96	1.57	0.709658248	0.068585924	0.133982529	no
OS01T0311600-01	42	99	1.21	3.09	1.352599791	2.19E-07	1.16E-06	up
OS01T0311700-01	3	1	0.16	0.06	-1.415037499	0.625037495	0.773845008	no
OS01T0311800-01	100	29	1.81	0.57	-1.666955873	4.63E-09	2.90E-08	down
OS01T0311800-02	19	3	0.53	0.09	-2.557995453	0.001497644	0.0045674	down
OS01T0312500-01	813	486	21.94	14.17	-0.630723767	3.51E-14	3.18E-13	no
OS01T0312600-00	2	1	0.11	0.06	-0.874469118	1	1	no
OS01T0312800-01	83	107	1.66	2.3	0.47045062	0.030465667	0.067182262	no
OS01T0313050-00	2	1	0.06	0.03	-1	1	1	no
OS01T0313300-01	906	257	46.31	14.26	-1.699349775	1.64E-71	7.14E-70	down
OS01T0313600-01	1	0	0.03	0.001	-4.906890596	1	1	no
OS01T0314000-01	28	6	0.57	0.13	-2.132450296	0.000327558	0.001128969	down
OS01T0314000-02	3	2	0.07	0.05	-0.485426827	1	1	no
OS01T0314000-03	15	5	0.41	0.15	-1.450661409	0.041489297	0.087403209	no
OS01T0314100-01	1227	791	23.33	16.22	-0.524412488	9.86E-15	9.23E-14	no
OS01T0314300-01	193	208	9.06	10.59	0.225119634	0.166138972	0.280230637	no
OS01T0314300-02	127	146	6.99	8.73	0.320689198	0.092151208	0.172769786	no
OS01T0314800-01	2571	528	250.21	56.31	-2.151676394	1.55E-254	3.54E-252	down
OS01T0315600-01	21	11	0.56	0.32	-0.807354922	0.149928103	0.255969433	no
OS01T0315700-01	101	44	9.13	4.35	-1.069599459	1.88E-05	7.86E-05	down
OS01T0315800-01	1749	891	37.18	20.44	-0.863131574	1.80E-46	4.86E-45	no
OS01T0315800-02	725	371	31.07	17.23	-0.85059954	1.01E-20	1.27E-19	no
OS01T0315850-00	6	1	0.19	0.03	-2.662965013	0.125065622	0.219498867	no
OS01T0316100-00	3	2	0.08	0.06	-0.415037499	1	1	no
OS01T0316500-01	329	359	13.59	16.07	0.241824473	0.043021519	0.090250237	no
OS01T0316600-01	68	117	1.17	2.16	0.884522783	5.28E-05	0.000207204	no
OS01T0316800-01	500	432	73.45	70.25	-0.064264265	0.276038785	0.418011774	no
OS01T0316900-01	817	684	7.35	6.63	-0.14873538	0.051959787	0.106590949	no
OS01T0317500-00	14	6	13.76	6.79	-1.01899699	0.115499401	0.208519703	no
OS01T0317800-01	1578	1014	51.97	36.13	-0.524481804	1.62E-18	1.84E-17	no
OS01T0318202-01	2	1	0.04	0.02	-1	1	1	no
OS01T0318400-00	38	16	2.25	1.03	-1.127280664	0.009165577	0.023352895	down
OS01T0318700-01	23	16	0.7	0.53	-0.401362562	0.522805221	0.675772731	no
OS01T0319000-01	208	110	3.61	2.06	-0.8093545	1.82E-06	8.69E-06	no
OS01T0319000-02	161	88	3.77	2.22	-0.764004847	6.42E-05	0.000248736	no
OS01T0319066-00	0	1	0.001	0.04	5.321928095	1	1	no
OS01T0319400-01	0	2	0.001	0.04	5.321928095	0.500024999	0.653216704	no
OS01T0320700-01	90	118	8.51	12.22	0.522013248	0.019081488	0.044575477	no
OS01T0321300-00	750	703	6.11	6.16	0.011757971	0.8991864	1	no
OS01T0321700-01	196	185	2.01	2.05	0.028428408	0.919171046	1	no
OS01T0321700-02	95	60	3.76	2.57	-0.548964302	0.019613475	0.045642878	no
OS01T0321800-01	228	183	11.56	10.08	-0.197645759	0.156175432	0.265254954	no
OS01T0321900-00	3	4	0.38	0.56	0.559427409	1	1	no
OS01T0322800-01	356	343	6.9	7.18	0.057387482	0.682369515	0.827197706	no
OS01T0323000-01	392	149	6.5	2.66	-1.289013472	4.71E-22	6.26E-21	down
OS01T0323000-02	140	68	5.03	2.64	-0.93002047	8.18E-06	3.59E-05	no
OS01T0323100-01	91	37	1.95	0.85	-1.197939378	1.73E-05	7.29E-05	down
OS01T0323300-00	318	481	6.49	10.59	0.706412206	3.02E-11	2.25E-10	no
OS01T0323500-01	14	8	0.41	0.25	-0.713695815	0.286545428	0.431139305	no
OS01T0323600-01	16435	7295	362.39	173.62	-1.061609998	8.08404024789037e-315	2.66262461748263e-312	down
OS01T0323775-00	87	62	2.1	1.62	-0.374395515	0.119397341	0.214414315	no
